sample	ngml_av	se_mean	flag
v1209.2	230.003865687965	26.0129918728588	
v1205.6+PrP5-1ng/mL	842.230724342308	16.2735146302201	
v1202.1+PrP5-0ng/mL	65.2508117716557	0.509945123505112	
v1202.1+PrP5-0.5ng/mL	101.634915608262	1.50111479760262	
v1205.6+PrP5-2ng/mL	1186.42487305153	30.2372827091745	
v1202.1+PrP5-1ng/mL	134.988862779536	8.88032949523244	
v1202.1+PrP5-2ng/mL	282.678898881197	3.31418169225648	
v1205.6+PrP5-3ng/mL	1483.91252147278	3.96081115137576	
v1202.1+PrP5-3ng/mL	390.162605667089	12.2872640979623	
v1205.6+PrP5-0ng/mL	337.379569796364	26.4331322930063	
v1205.6+PrP5-0.5ng/mL	483.007776095167	43.8363749381068	
