sample	ngml_av	se_mean	flag
7APL	10	0	LLQ
7ABC	11.6756851860872	0.896139419755604	
7ARB	14.6201806994509	0.242739876545853	
1965CB	748.078115159857	32.760444650986	
1965CD	554.727856785023	47.7784132670606	
v1205.6+C-IPC	361.063937181445	8.62961914042859	
2018CC	290.686698726585	17.9588123593574	
2018CD	1735.82235005558	42.4804097842244	
2009IF	919.800487810669	4.72413623378623	
2009CB	376.152383872707	14.3428640305516	
2009TH	419.074963106874	18.6608762599936	
2018IF	1467.9362204416	73.3846652692581	
2009MT	531.544004678017	26.7657344787945	
1921+C	10	0	LLQ
1953+C	115.008197160399	1.95675256719918	
2408+C	565.19719371463	16.8533198950025	
v1451.1	349.26139463487	13.4209993833154	
v1451.2	337.883661269627	3.13542948171604	
v1451.3	345.391310867509	6.67856761060042	
v1451.4	350.936253566421	2.10548168663439	
v1452.1	378.228339897881	0.871933900017723	
v1452.2	414.422501010407	11.4589131732522	
v1452.3	360.1105284748	5.40840535990361	
v1452.4	317.546808665286	0.828269487753431	
v1460.1	158.038954198112	6.52445878955618	
v1460.2	147.963467735425	0.342910328589625	
v1460.3	206.40706301822	0.416469503724102	
v1460.4	158.432667377969	6.31270261346106	
v1482.2	146.391166365917	3.46864455023585	
v1482.3	141.945029808381	0.413141746097438	
v1482.4	130.146043539893	0.452605853624817	
v1482.5	152.342840664949	3.49179188552992	
v1497.1	417.960494504922	15.1187367261562	
v1497.2	417.974956919801	0.264172931882769	
v1497.3	482.860932966712	1.08034805075792	
v1497.4	407.573790092528	3.83859356719674	
