sample	ngml_av	se_mean	flag
v1205.6+C-IPC	643.430095483472	35.5422394957937	
v1209.2+C	273.208946239286	26.4066977132253	
v1205.6+PK	10	0	LLQ
v1209.2+PK	10	0	LLQ
Artificial-CSF	10	0	LLQ
