sample	ngml_av	se_mean	flag
v1187.3	384.86412586589	10.3889554689334	
165.2	114.685473640074	1.04345268104457	
1	209.627489756302	109.627489756302	
2	209.112697833805	109.112697833805	
3	115.350589542419	15.3505895424188	
4	124.788681921103	24.7886819211031	
5	119.007121142147	19.0071211421474	
6	100	0	LLQ
7	214.411811578612	93.7391025477569	
8	212.286505517697	88.4258997553151	
9	134.78168312412	34.7816831241198	
10	138.422815382793	2.31591204143281	
11	182.170792999838	10.0322833525349	
12	301.342827754392	121.460314102563	
13	129.394128664506	29.3941286645056	
14	123.913693498649	23.9136934986487	
15	136.552729997731	36.5527299977312	
16	137.859075783121	37.8590757831207	
17	160.907570342904	2.73484507311188	
18	177.657239316957	71.4073477456581	
