sample	mgml_av	flag
36AR	0.726905256037067	
37A	0.284540224156334	
38AR	0.74072916328334	
39A	0.260348386475356	
40A	0.187772873432423	
41A	0.319099992272016	
42A	0.370939644445539	
42BR	0.277628270533197	
43A	0.40895538937279	
43BR	0.415867342995926	
44A	0.367483667633971	
45A	0.229244595171242	
46A	0.62322595169002	
46B	0.637049858936293	
46C	0.571386299516497	
46D	0.498810786473564	
47A	0.540282508212382	
48A	0.464251018357881	
49A	0.536826531400814	
